,PSNY,HarmlessError,ProsecutMisconduct,DocumentLength,DefendantRespondent,DefendantAppellant,File,DA,ADA,Judges,Crime,Defense,GroundsForAppeal,ModeOfConviction,Judge,Mode,Keywords
2017_05247,respondent,0,0,1126,0.0,1.0,2017_05247.htm.txt,,," Eng, P.J., Dillon, Sgroi, Maltese and Barros, JJ",on ground that sentence was excessive,Private,,plea of guilty,W. Miller,,affirmed
2017_05248,respondent,0,0,1243,0.0,1.0,2017_05248.htm.txt,,," Eng, P.J., Hall, LaSalle, Connolly and Brathwaite Nelson, JJ",on ground that sentence was excessive,Private,,plea of guilty,D'Emic,,affirmed
2017_05249,respondent,0,0,4933,0.0,1.0,2017_05249.htm.txt,Thomas J. Spota,Karla Lato," Balkin, J.P., Austin, Roman and LaSalle, JJ",imposing sentence,Private,,nonjury trial,Ambro,,reversed
2017_05250,respondent,0,0,2045,0.0,1.0,2017_05250.htm.txt,,," Mastro, J.P., Rivera, Roman and Sgroi, JJ",121 AD3d 658;658-659 [2014]; People v Faver;663 [2014]; People v Porter;68 AD3d 1083 [2009]; People v Walker;which justified court's determination to grant People's request for an upward departure (see People v Boyd;ed Virginia failing to register as sex offender;761 [2009]);113 AD3d 662;74 AD3d 767;767-768 [2010]; People v Turpeau;67 AD3d 760,Private,,,Mattei,,affirmed
2017_05251,respondent,0,0,3526,0.0,1.0,2017_05251.htm.txt,Thomas J. Spota,Rosalind C. Gray," Chambers, J.P., Miller, Maltese and Duffy, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Kahn,,reversed
2017_05252,respondent,0,0,34602,0.0,1.0,2017_05252.htm.txt,Richard A. Brown,"John M. Castellano, Johnnette Traill, William H. Branigan, and Anish M. Patel"," HINDS-RADIX  VALERIE BRATHWAITE NELSON, JJ",ions for criminal contempt;attempted assault;robbery,Private,,,Koenderman,,affirmed
2017_05270,respondent,0,0,11609,0.0,1.0,2017_05270.htm.txt,,,"  McCarthy, J.P., Egan Jr., Rose and Devine, JJ",ing defendant crimes criminal sale controlled substance (four counts);criminal sale controlled substance;attempted criminal possession controlled substance (five counts),Private,,,Herrick,,reversed
2017_05271,respondent,0,0,9177,0.0,1.0,2017_05271.htm.txt,Joel E. Abelove,Vincent J. O'Neill,"  McCarthy, J.P., Egan Jr., Devine and Clark, JJ",ing defendant crimes course sexual conduct against child (two counts);endangering welfare child,Private,insufficient,,Young,,reversed
2017_05272,respondent,0,0,11450,0.0,1.0,2017_05272.htm.txt,Andrew J. Wylie,Timothy Blatchley,"  Lynch, Rose, Clark and Aarons, JJ",criminal possession controlled substance (two counts);ing defendant crimes criminal sale controlled substance (two counts),Private,misconduct,,Ryan,,affirmed
2017_05273,respondent,0,0,7553,0.0,1.0,2017_05273.htm.txt,Craig P. Carriero,Jennifer M. Hollis,"  Peters, P.J., Egan Jr., Devine and Mulvey, JJ",ing defendant crimes burglary;assault;criminal mischief;strangulation;criminal contempt,Private,,,Hall,,affirmed
2017_05274,respondent,0,0,3893,0.0,1.0,2017_05274.htm.txt,,," Defendant's challenge to the DNA database fee, crime victim assistance fee and mandatary surcharge are unavailing, as they were mandatory upon his conviction of a felony, in the absence of proof that he paid the restitution ordered (see Penal Law § 60.35 [1] [a]; [6]; People v Ortolaza, 120 AD3d 843, 844 [2014], lv denied 25 NY3d 991 [2015]).[FN*]  McCarthy, J.P., Lynch, Rose, Devine and Aarons, JJ",crime burglary (four counts),Private,,plea of guilty,Smith,,affirmed
2017_05275,respondent,0,0,16342,0.0,1.0,2017_05275.htm.txt,D. Holley Carnright,Jason J. Kovacs,"  Peters, P.J., McCarthy, Devine and Mulvey, JJ",ing defendant crimes criminal possession weapon;reckless endangerment,Private,,,Williams,,affirmed
2017_05276,respondent,0,0,9139,0.0,1.0,2017_05276.htm.txt,D. Holley Carnright,Paul DerOhannesian,"  McCarthy, J.P., Egan Jr., Lynch and Clark, JJ",false personation;criminal possession controlled substance;ing defendant crimes criminal possession controlled substance,Private,,,Williams,,affirmed
2017_05277,respondent,0,0,825,0.0,1.0,2017_05277.htm.txt,Weeden A. Wetmore,Damian M. Sonsire,"  Peters, P.J., Garry, Lynch, Devine and Mulvey, JJ",crime criminal possession weapon,Private,,plea of guilty,Hayden,,affirmed
2017_05278,respondent,0,0,3299,0.0,1.0,2017_05278.htm.txt,,David M. Petrush,"  Lynch, J.P., Devine, Clark, Mulvey and Aarons, JJ",,Private,,,Cawley,,affirmed
2017_05279,respondent,0,0,3948,0.0,1.0,2017_05279.htm.txt,Mary E. Rain,Matthew L. Peabody,"  Egan Jr., J.P., Devine, Clark, Mulvey and Aarons, JJ",criminal possession controlled substance;crimes criminal sale controlled substance,Private,,plea of guilty,Richards,,affirmed
2017_05280,respondent,0,0,4065,0.0,1.0,2017_05280.htm.txt,Mary E. Rain,Matthew L. Peabody,"  McCarthy, J.P., Garry, Lynch, Rose and Mulvey, JJ",crime unlawful manufacture methamphetamine,Private,,plea of guilty,Richards,,affirmed
2017_05313,respondent,0,0,3148,0.0,1.0,2017_05313.htm.txt,"Cyrus R. Vance, Jr.",Ellen Stanfield Friedman," Concur-Sweeny, J.P., Renwick, Andrias, Kapnick and Kahn, JJ","49 NY2d 901 [1980]);defendant may not exercise his her right under CPL 220.10 (2) way that would nullify People's rights under CPL [*2]200.80 (see People v Barkin;"";to an indictment commencement trial",Private,,plea of guilty,"Charles H. Solomon, Gregory Carro"," at pretrial proceedings, at jury trial and sentencing",affirmed
2017_05318,respondent,0,0,1021,0.0,1.0,2017_05318.htm.txt,"Cyrus R. Vance, Jr.",Alexander Michaels," Concur-Sweeny, J.P., Renwick, Andrias, Kapnick and Kahn, JJ",,Legal Aid Society,,,Edward McLaughlin,,affirmed
2017_05319,respondent,0,0,2142,0.0,1.0,2017_05319.htm.txt,"Cyrus R. Vance, Jr.",Susan Gliner," Concur-Sweeny, J.P., Renwick, Andrias, Kapnick and Kahn, JJ",unanimously affirmed;criminal sale controlled substance;sentencing him to term 12 years,Private,,plea of guilty,James M. Burke,,affirmed
2017_05320,respondent,0,0,1996,0.0,1.0,2017_05320.htm.txt,"Cyrus R. Vance, Jr.",Jonathon Krois," Concur-Sweeny, J.P., Renwick, Andrias, Kapnick and Kahn, JJ",held abeyance;matter is remitted to Supreme Court for new suppression hearing;ing defendant criminal possession weapon;to term 31/2 to 7 years;as felony offender;sentencing him,Private,ineffective assistance,,"Ronald A. Zweibel, James M. Burke"," at suppression hearing, at jury trial and sentencing",
2017_05322,respondent,0,0,2228,0.0,1.0,2017_05322.htm.txt,"Cyrus R. Vance, Jr.",Michael J. Yetter," Concur-Sweeny, J.P., Renwick, Andrias, Kapnick and Kahn, JJ",unanimously affirmed;sentencing him to term years' probation;ing defendant robbery,Private,,,"Herbert J. Adlerberg, Charles H. Solomon"," at suppression hearing, at suppression decisi...",affirmed
2017_05325,respondent,0,0,3293,0.0,1.0,2017_05325.htm.txt,"Cyrus R. Vance, Jr.",Jeffrey A. Wojcik," Concur-Sweeny, J.P., Renwick, Andrias, Kapnick and Kahn, JJ",unanimously affirmed;J.);order;same court (Maxwell Wiley;2016;ing defendant criminal possession stolen property;as felony offender;sentencing him;entered March 24;which denied defendant's CPL 440.10 motion to vacate judgment;to term 11/2 to 3 years,Private,,,"Maxwell Wiley, Patricia M. Nuñez"," on pretrial motions and plea, at sentencing",affirmed
2017_05326,respondent,0,0,1506,0.0,1.0,2017_05326.htm.txt,,," Concur-Sweeny, J.P., Renwick, Andrias, Kapnick and Kahn, JJ",,Legal Aid Society,,,Bonnie Wittner,,affirmed
2017_05330,respondent,0,0,3647,0.0,1.0,2017_05330.htm.txt,Brooks T. Baker,John C. Tunney," Present-Peradotto, J.P., Carni, Lindley, Troutman and Scudder, JJ",criminal possession controlled substance,Private,ineffective assistance,plea of guilty,Marianne Furfure,,affirmed
2017_05331,respondent,0,0,999,0.0,1.0,2017_05331.htm.txt,Brooks T. Baker,John C. Tunney," Present-Peradotto, J.P., Carni, Lindley, Troutman and Scudder, JJ",criminal possession controlled substance,Private,,plea of guilty,Marianne Furfure,,affirmed
2017_05332,respondent,0,0,951,0.0,1.0,2017_05332.htm.txt,Brooks T. Baker,John C. Tunney," Present-Peradotto, J.P., Carni, Lindley, Troutman and Scudder, JJ",bribing witness,Private,,plea of guilty,Marianne Furfure,,affirmed
2017_05339,respondent,0,0,8358,0.0,1.0,2017_05339.htm.txt,Caroline A. Wojtaszek,Laura T. Bittner," Present-Whalen, P.J., Smith, DeJoseph, Troutman and Scudder, JJ",attempted murder;assault;criminal possession weapon,Private,,jury verdict,Sara Sheldon,,reversed
2017_05342,respondent,0,0,6554,0.0,1.0,2017_05342.htm.txt,Sandra Doorley,Kelly Christine Wolford," Present-Peradotto, J.P., Carni, Lindley, Troutman and Scudder, JJ",criminal possession weapon (two counts);criminal possession marihuana,Public Defender,ineffective assistance,jury verdict,Alex R. Renzi,,affirmed
2017_05343,respondent,0,0,11085,0.0,1.0,2017_05343.htm.txt,John J. Flynn,Daniel J. Punch," Present-Peradotto, J.P., Carni, Lindley, Troutman and Scudder, JJ",burglary (six counts),Private,insufficient,plea of guilty,Sheila A. DiTullio,,reversed
2017_05347,respondent,0,0,7683,0.0,1.0,2017_05347.htm.txt,Lawrence Friedman,William G. Zickl," Present-Whalen, P.J., Carni, NeMoyer, Troutman and Scudder, JJ",28 sexual abuse (Penal Law § 130.65 [3]);criminal contempt (§ 215.50 [3]),Private,,jury verdict,Robert C. Noonan,,reversed
2017_05356,respondent,0,0,7148,0.0,1.0,2017_05356.htm.txt,John J. Flynn,Emmanuel O. Ulubiyo," Present-Whalen, P.J., Peradotto, DeJoseph, Curran and Winslow, JJ",attempted kidnapping;kidnapping,Private,insufficient,jury verdict,Kenneth F. Case,,affirmed
2017_05357,respondent,0,0,2809,0.0,1.0,2017_05357.htm.txt,Barry L. Porsch,," Present-Whalen, P.J., Peradotto, DeJoseph, Curran and Winslow, JJ",criminal possession controlled substance,Private,,plea of guilty,Dennis F. Bender,,affirmed
2017_05358,respondent,0,0,934,0.0,1.0,2017_05358.htm.txt,Barry L. Porsch,," Present-Whalen, P.J., Peradotto, DeJoseph, Curran and Winslow, JJ",criminal sale controlled substance,Private,,plea of guilty,Dennis F. Bender,,affirmed
2017_05359,respondent,0,0,2960,0.0,1.0,2017_05359.htm.txt,Lawrence Friedman,Shirley A. Gorman," Present-Whalen, P.J., Peradotto, DeJoseph, Curran and Winslow, JJ",was shortly thereafter arrested again for same offense; defendant's then-13-year-old daughter reported supporting deposition that defendant smoked marihuana with her on multiple occasions approximately months before he sexually abused daughter's friend;;689-690 [2007];lv denied 8 NY3d 814 [2007]; see generally People v Ramos;46 AD3d 1434;ed Florida 2004 for driving under influence (see Fla Stat § 316.193 [1]);1434-1435 [2007]; People v Lewis;148 AD3d 1677;lv denied 9 NY3d 809 [2007]);1678 [2017];37 AD3d 689;1250 [2007];lv denied — NY3d —;daughter's mother reported statement attached to PSR that defendant had history daily drug use (see People v Leeson;2017 NY Slip Op 76240 [2017]; People v Regan;41 AD3d 1250,Private,,,Robert C. Noonan,,affirmed
2017_05363,respondent,0,0,4678,0.0,1.0,2017_05363.htm.txt,Kristyna S. Mills,Harmony A. Healy," Present-Whalen, P.J., Peradotto, DeJoseph, Curran and Winslow, JJ",endangering welfare child (three counts);predatory sexual assault against child (two counts);rape (two counts);criminal sexual act (three counts);criminal sexual act (35 counts);rape (four counts),Private,,jury verdict,Kim H. Martusewicz,,reversed
2017_05364,respondent,0,0,1001,0.0,1.0,2017_05364.htm.txt,Kristyna S. Mills,Harmony A. Healy," Present-Whalen, P.J., Peradotto, DeJoseph, Curran and Winslow, JJ",rape,Private,,jury verdict,Kim H. Martusewicz,,reversed
2017_05365,respondent,0,0,1386,0.0,1.0,2017_05365.htm.txt,Jon E. Budelmann,Christopher T. Valdina," Present-Whalen, P.J., Carni, Lindley, Curran and Scudder, JJ",assault,Private,,plea of guilty,Mark H. Fandrich,,affirmed
2017_05366,respondent,0,0,2445,0.0,1.0,2017_05366.htm.txt,William J. Fitzpatrick,James P. Maxwell," Present-Whalen, P.J., Carni, Lindley, Curran and Scudder, JJ",assault,Legal Aid Society,insufficient,plea of guilty,Thomas J. Miller,,affirmed
2017_05367,respondent,0,0,1396,0.0,1.0,2017_05367.htm.txt,R. Michael Tantillo,V. Christopher Eaggleston," Present-Whalen, P.J., Carni, Lindley, Curran and Scudder, JJ",sentencing him to term incarceration;criminal sale controlled substance (Penal Law § 220.39 [1]),Public Defender,,plea of guilty,William F. Kocher,,reversed
2017_05368,respondent,0,0,1805,0.0,1.0,2017_05368.htm.txt,Sandra Doorley,Nancy Gilligan," Present-Whalen, P.J., Carni, Lindley, Curran and Scudder, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Francis A. Affronti,,reversed
2017_05369,respondent,0,0,1985,0.0,1.0,2017_05369.htm.txt,,Steven G. Cox," Present-Whalen, P.J., Carni, Lindley, Curran and Scudder, JJ",gang assault,Private,,plea of guilty,Barry M. Donalty,,affirmed
2017_05370,respondent,0,0,3251,0.0,1.0,2017_05370.htm.txt,John J. Flynn,Matthew B. Powers," Present-Whalen, P.J., Carni, Lindley, Curran and Scudder, JJ",criminal possession controlled substance;criminal sale controlled substance (two counts),Private,,plea of guilty,Kenneth F. Case,,affirmed
2017_05374,respondent,0,0,6389,0.0,1.0,2017_05374.htm.txt,,Steven G. Cox," Present-Centra, J.P., Lindley, Curran, Troutman and Scudder, JJ",ion pursuant to CPL 440.10,Private,,,Michael L. Dwyer,,reversed
2017_05376,respondent,0,0,2748,0.0,1.0,2017_05376.htm.txt,R. Michael Tantillo,Jason A. MacBride," Present-Centra, J.P., Peradotto, DeJoseph, NeMoyer and Troutman, JJ",manslaughter,Public Defender,,plea of guilty,Frederick G. Reed,,affirmed
2017_05377,respondent,0,0,1853,0.0,1.0,2017_05377.htm.txt,Sandra Doorley,Stephen X. O'Brien," Present-Centra, J.P., Peradotto, DeJoseph, NeMoyer and Troutman, JJ",sentencing him to term incarceration based on his admission that he violated conditions his probation;failure to register and/or verify as sex offender as class E felony (Correction Law §§ 168-f [4]; 168-t),Public Defender,,,Melchor E. Castro,,affirmed
2017_05378,respondent,0,0,936,0.0,1.0,2017_05378.htm.txt,Jon E. Budelmann,Christopher T. Valdina," Present-Centra, J.P., Peradotto, DeJoseph, NeMoyer and Troutman, JJ",attempted criminal possession controlled substance,Private,,plea of guilty,Thomas G. Leone,,affirmed
2017_05379,respondent,0,0,2923,0.0,1.0,2017_05379.htm.txt,Brooks T. Baker,John C. Tunney," Present-Centra, J.P., Peradotto, DeJoseph, NeMoyer and Troutman, JJ",grand larceny (two counts),Private,,plea of guilty,Joseph W. Latham,,affirmed
2017_05384,respondent,0,0,1877,0.0,1.0,2017_05384.htm.txt,William J. Fitzpatrick,James P. Maxwell," Present-Smith, J.P., Centra, DeJoseph, NeMoyer and Scudder, JJ",kidnapping,Legal Aid Society,insufficient,plea of guilty,Joseph E. Fahey,,affirmed
2017_05385,respondent,0,0,1600,0.0,1.0,2017_05385.htm.txt,R. Michael Tantillo,V. Christopher Eaggleston," Present-Smith, J.P., Centra, DeJoseph, NeMoyer and Scudder, JJ",criminal possession stolen property (three counts),Public Defender,,plea of guilty,Frederick G. Reed,,affirmed
2017_05386,respondent,0,0,2687,0.0,1.0,2017_05386.htm.txt,Jon E. Budelmann,Christopher T. Valdina," Present-Smith, J.P., Centra, DeJoseph, NeMoyer and Scudder, JJ",sentencing him to determinate term incarceration;followed by period postrelease supervision;criminal sexual act (Penal Law § 130.40 [2]),Private,,,Thomas G. Leone,,affirmed
2017_05387,respondent,0,0,1402,0.0,1.0,2017_05387.htm.txt,Joseph V. Cardone,Katherine Bogan," Present-Peradotto, J.P., Carni, Lindley, Curran and Troutman, JJ",burglary,Private,,plea of guilty,James P. Punch,,affirmed
2017_05388,respondent,0,0,1540,0.0,1.0,2017_05388.htm.txt,Jon E. Budelmann,Andrew R. Kelly," Present-Peradotto, J.P., Carni, Lindley, Curran and Troutman, JJ",criminal possession forged instrument,Private,,plea of guilty,Mark H. Fandrich,,affirmed
2017_05389,respondent,0,0,1779,0.0,1.0,2017_05389.htm.txt,John J. Flynn,Nicholas T. Texido," Present-Peradotto, J.P., Carni, Lindley, Curran and Troutman, JJ",attempted robbery;grand larceny,Private,,plea of guilty,Thomas P. Franczyk,,affirmed
2017_05390,respondent,0,0,2845,0.0,1.0,2017_05390.htm.txt,Sandra Doorley,Nancy Gilligan," Present-Peradotto, J.P., Carni, Lindley, Curran and Troutman, JJ",ion occurred more than years before instant offense,Public Defender,,,Christopher S. Ciaccio,,affirmed
2017_05391,respondent,0,0,1590,0.0,1.0,2017_05391.htm.txt,Sandra Doorley,Leah R. Mervine," Present-Peradotto, J.P., Carni, Lindley, Curran and Troutman, JJ",criminal mischief,Private,,plea of guilty,Vincent M. Dinolfo,,affirmed
2017_05393,respondent,0,0,565,0.0,1.0,2017_05393.htm.txt,,," Present-Whalen, P.J., Centra, Carni, Lindley and Scudder, JJ",,Private,,,,,
2017_05394,respondent,0,0,462,0.0,1.0,2017_05394.htm.txt,,," Present-Smith, J.P., Peradotto, Lindley, Troutman and Scudder, JJ",,Private,,,,,
2017_05395,respondent,0,0,449,0.0,1.0,2017_05395.htm.txt,,," Present-Whalen, P.J., Smith, Carni, Troutman and Scudder, JJ",,Private,,,,,
2017_05396,respondent,0,0,453,0.0,1.0,2017_05396.htm.txt,,," Present-Smith, J.P., Carni, Lindley, DeJoseph and Scudder, JJ",,Private,,,,,
2017_05397,respondent,0,0,549,0.0,1.0,2017_05397.htm.txt,,," Present-Peradotto, J.P., Lindley, DeJoseph, NeMoyer and Troutman, JJ",,Private,,,,,
2017_05403,respondent,0,0,2370,0.0,1.0,2017_05403.htm.txt,,," Furthermore, the minutes of the plea colloquy belie defendant's belated assertions of innocence, and thus we conclude that the court did not abuse its discretion in denying his motion without a hearing (see Dale, 142 AD3d at 1289; People v Miles, 138 AD3d 1350, 1351 [2016], lv denied 28 NY3d 934 [2016])."" Present-Centra, J.P., Carni, Lindley, Curran and Troutman, JJ",then court expressly denied motion (cf;defendant's contention is properly before us inasmuch as record reflects that court allowed defendant to reinstate his motion,Private,,,,,
2017_05410,respondent,0,0,639,0.0,1.0,2017_05410.htm.txt,,," DeMarco, J.-Burglary, 3rd Degree.) Present-Whalen, P.J., Carni, Lindley, Curran and Scudder, JJ",,Private,,,,,affirmed
2017_05449,respondent,0,0,1596,0.0,1.0,2017_05449.htm.txt,Richard A. Brown,," Rivera, J.P., Austin, Roman, Hinds-Radix and Connolly, JJ",imposing sentence,Private,,plea of guilty,"Morris, E. Hart"," at plea, at sentence",affirmed
2017_05450,respondent,0,0,1576,0.0,1.0,2017_05450.htm.txt,,," Rivera, J.P., Austin, Roman, Hinds-Radix and Connolly, JJ",imposing sentence,Private,,plea of guilty,W. Miller,,affirmed
2017_05451,respondent,0,0,1880,0.0,1.0,2017_05451.htm.txt,Thomas J. Spota,Edward A. Bannan," Dillon, J.P., Sgroi, Maltese, Barros and Christopher, JJ",imposing sentence,Private,,plea of guilty,Cohen,,affirmed
2017_05452,respondent,0,0,1537,0.0,1.0,2017_05452.htm.txt,"Anthony A. Scarpino, Jr.",," Mastro, J.P., Hall, Cohen and Iannacci, JJ",imposing sentence,Private,,plea of guilty,Warhit,,affirmed
2017_05453,respondent,0,0,2944,0.0,1.0,2017_05453.htm.txt,"Anthony A. Scarpino, Jr.",," Leventhal, J.P., Hall, Hinds-Radix and Brathwaite Nelson, JJ",imposing sentence,Private,insufficient,plea of guilty,Minihan,,affirmed
2017_05454,respondent,0,0,1520,0.0,1.0,2017_05454.htm.txt,,," Dillon, J.P., Sgroi, Maltese, Barros and Christopher, JJ",imposing sentence,Private,,plea of guilty,W. Miller,,affirmed
2017_05455,respondent,0,0,1541,0.0,1.0,2017_05455.htm.txt,,," Mastro, J.P., Hall, Cohen and Iannacci, JJ",imposing sentence,Private,,plea of guilty,Chun,,affirmed
